Lote;Material;Lote interno;Lote Proveedor;Qty;Fecha recepción;Fecha traslado
24059;100004;0000738806;2463830;320;23/01/2023;21/03/2024
24059;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24059;100006;0000814642;C5945;176;09/02/2024;22/02/2024
24059;100007;0000822448;4045286;8352;19/03/2024;08/04/2024
24059;100008;0000811957;A1682579;144;29/01/2024;04/03/2024
24059;100001;0000804669;100977;57,6;19/12/2023;04/03/2024
24059;100009;0000820609;0002439101;7680;11/03/2024;28/03/2024
24059;100002;0000820714;K55125135;384;11/03/2024;10/04/2024
24059;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24059;100011;0000808869;0002408636;3200;16/01/2024;15/04/2024
24059;100012;0000795420;3262705;5961,808;03/11/2023;10/04/2024
24059;100012;0000795416;3262705;1908,8;03/11/2023;20/03/2024
24060;100012;0000795420;3262705;7872;03/11/2023;10/04/2024
24060;100011;0000808869;0002408636;3208;16/01/2024;18/04/2024
24060;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24060;100002;0000820714;K55125135;384;11/03/2024;18/04/2024
24060;100009;0000820609;0002439101;7688;11/03/2024;16/04/2024
24060;100001;0000804669;100977;57,6;19/12/2023;04/03/2024
24060;100008;0000811957;A1682579;144;29/01/2024;04/03/2024
24060;100007;0000822448;4045286;8352;19/03/2024;18/04/2024
24060;100006;0000814642;C5945;176;09/02/2024;22/02/2024
24060;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24060;100004;0000738812;2463831;320;23/01/2023;08/04/2024
24060;100003;0000826477;0007850532;4800;10/04/2024;18/04/2024
24061;100012;0000795420;3262705;7872;03/11/2023;10/04/2024
24061;100011;0000808869;0002408636;3200,184;16/01/2024;18/04/2024
24061;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24061;100002;0000820714;K55125135;385,6;11/03/2024;18/04/2024
24061;100009;0000820609;0002439101;7712;11/03/2024;16/04/2024
24061;100001;0000804669;100977;57,6;19/12/2023;04/03/2024
24061;100008;0000811957;A1682579;144,8;29/01/2024;04/03/2024
24061;100007;0000822448;4045286;8336;19/03/2024;18/04/2024
24061;100006;0000814642;C5945;177,6;09/02/2024;22/02/2024
24061;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24061;100004;0000738812;2463831;61,6;23/01/2023;08/04/2024
24061;100004;0000738811;2428936;258,4;23/01/2023;08/04/2024
24061;100003;0000826477;0007850532;4800;10/04/2024;18/04/2024
24063;100012;0000795420;3262705;7872;03/11/2023;10/04/2024
24063;100011;0000808869;0002408636;3200;16/01/2024;18/04/2024
24063;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24063;100002;0000820714;K55125135;384;11/03/2024;18/04/2024
24063;100009;0000820609;0002439101;7680;11/03/2024;16/04/2024
24063;100001;0000804669;100977;57,6;19/12/2023;04/03/2024
24063;100008;0000811957;A1682579;144;29/01/2024;04/03/2024
24063;100007;0000822448;4045286;8352;19/03/2024;18/04/2024
24063;100006;0000814642;C5945;176;09/02/2024;22/02/2024
24063;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24063;100004;0000738811;2428936;320;23/01/2023;08/04/2024
24063;100003;0000826477;0007850532;4800;10/04/2024;18/04/2024
24064;100012;0000795420;3262705;3430,4;03/11/2023;10/04/2024
24064;100012;0000800167;3262705;4440,8;24/11/2023;11/04/2024
24064;100011;0000808869;0002408636;3200;16/01/2024;18/04/2024
24064;100010;0000800462;0002322586;96,8;27/11/2023;01/12/2023
24064;100002;0000820714;K55125135;384;11/03/2024;18/04/2024
24064;100009;0000820609;0002439101;7680;11/03/2024;16/04/2024
24064;100001;0000804669;100977;58;19/12/2023;04/03/2024
24064;100008;0000811957;A1682579;144;29/01/2024;04/03/2024
24064;100007;0000822448;4045286;8352;19/03/2024;18/04/2024
24064;100006;0000814642;C5945;176;09/02/2024;22/02/2024
24064;100005;0000723171;M3889;96,144;04/11/2022;04/03/2024
24064;100004;0000738811;2428936;320;23/01/2023;08/04/2024
24064;100003;0000826477;0007850532;4800;10/04/2024;18/04/2024
24065;100012;0000800167;3262705;7872;24/11/2023;22/04/2024
24065;100011;0000808869;0002408636;3200;16/01/2024;18/04/2024
24065;100010;0000800462;0002322586;95,696;27/11/2023;01/12/2023
24065;100002;0000820714;K55125135;383,008;11/03/2024;18/04/2024
24065;100009;0000820609;0002439101;7688;11/03/2024;16/04/2024
24065;100001;0000813660;101372;57,552;06/02/2024;16/04/2024
24065;100008;0000819096;A1682579;55,2;01/03/2024;11/04/2024
24065;100008;0000811957;A1682579;88,792;29/01/2024;04/03/2024
24065;100007;0000822448;4045286;8352;19/03/2024;22/04/2024
24065;100006;0000814642;C5945;177,112;09/02/2024;22/02/2024
24065;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24065;100004;0000738811;2428936;320;23/01/2023;08/04/2024
24065;100003;0000826477;0007850532;4800;10/04/2024;22/04/2024
24066;100012;0000800167;3262705;7872;24/11/2023;22/04/2024
24066;100011;0000808869;0002408636;3200;16/01/2024;18/04/2024
24066;100010;0000800462;0002322586;96,8;27/11/2023;01/12/2023
24066;100002;0000820714;K55125135;384,8;11/03/2024;18/04/2024
24066;100009;0000820609;0002439101;7688;11/03/2024;16/04/2024
24066;100001;0000813660;101372;57,6;06/02/2024;16/04/2024
24066;100008;0000819096;A1682579;144,8;01/03/2024;11/04/2024
24066;100007;0000822448;4045286;8352;19/03/2024;22/04/2024
24066;100006;0000814642;C5945;177,6;09/02/2024;22/02/2024
24066;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24066;100004;0000738811;2428936;320;23/01/2023;08/04/2024
24066;100003;0000826477;0007850532;4800;10/04/2024;22/04/2024
24069;100012;0000800167;3262705;7872;24/11/2023;23/04/2024
24069;100011;0000808869;0002408636;3200;16/01/2024;24/04/2024
24069;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24069;100002;0000820714;K55125135;386,4;11/03/2024;23/04/2024
24069;100009;0000820609;0002439101;7680,8;11/03/2024;16/04/2024
24069;100001;0000813660;101372;57,6;06/02/2024;16/04/2024
24069;100008;0000819096;A1682579;144,8;01/03/2024;23/04/2024
24069;100007;0000822448;4045286;8352;19/03/2024;23/04/2024
24069;100006;0000814642;C5945;177,6;09/02/2024;22/02/2024
24069;100005;0000723171;M3889;96,8;04/11/2022;04/03/2024
24069;100004;0000738816;2428937;236;23/01/2023;23/04/2024
24069;100004;0000738811;2428936;84;23/01/2023;08/04/2024
24069;100003;0000826477;0007850532;4800;10/04/2024;23/04/2024
24068;100012;0000800167;3262705;7872;24/11/2023;23/04/2024
24068;100011;0000808869;0002408636;3200;16/01/2024;24/04/2024
24068;100010;0000800462;0002322586;96,8;27/11/2023;01/12/2023
24068;100002;0000820714;K55125135;384,8;11/03/2024;23/04/2024
24068;100009;0000820609;0002439101;7680;11/03/2024;16/04/2024
24068;100001;0000813660;101372;57,6;06/02/2024;16/04/2024
24068;100008;0000819096;A1682579;144,8;01/03/2024;23/04/2024
24068;100007;0000822448;4045286;8352;19/03/2024;23/04/2024
24068;100006;0000814642;C5945;177,6;09/02/2024;22/02/2024
24068;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24068;100004;0000738816;2428937;320;23/01/2023;23/04/2024
24068;100003;0000826477;0007850532;4800;10/04/2024;23/04/2024
24067;100012;0000800167;3262705;7880;24/11/2023;23/04/2024
24067;100011;0000808869;0002408636;3192;16/01/2024;24/04/2024
24067;100010;0000800462;0002322586;96,304;27/11/2023;01/12/2023
24067;100002;0000820714;K55125135;385,6;11/03/2024;23/04/2024
24067;100009;0000820609;0002439101;7728;11/03/2024;16/04/2024
24067;100001;0000813660;101372;57,36;06/02/2024;16/04/2024
24067;100008;0000819096;A1682579;144,72;01/03/2024;23/04/2024
24067;100007;0000822448;4045286;8376;19/03/2024;23/04/2024
24067;100006;0000814642;C5945;177,92;09/02/2024;22/02/2024
24067;100005;0000723171;M3889;95,904;04/11/2022;04/03/2024
24067;100004;0000738816;2428937;320;23/01/2023;23/04/2024
24067;100003;0000826477;0007850532;3360;10/04/2024;23/04/2024
24067;100003;0000826477;0007850532;1440;10/04/2024;23/04/2024
24070;100012;0000800167;3262705;7872;24/11/2023;23/04/2024
24070;100011;0000808869;0002408636;3199,896;16/01/2024;24/04/2024
24070;100010;0000800462;0002322586;95,768;27/11/2023;01/12/2023
24070;100002;0000820714;K55125135;384;11/03/2024;26/04/2024
24070;100009;0000820609;0002439101;7680;11/03/2024;16/04/2024
24070;100001;0000813660;101372;57,136;06/02/2024;16/04/2024
24070;100008;0000819096;A1682579;143,88;01/03/2024;23/04/2024
24070;100007;0000822448;4045286;8352;19/03/2024;23/04/2024
24070;100006;0000814642;C5945;177,568;09/02/2024;22/02/2024
24070;100005;0000723171;M3889;95,992;04/11/2022;04/03/2024
24070;100004;0000738816;2428937;320;23/01/2023;23/04/2024
24070;100003;0000826477;0007850532;4800;10/04/2024;23/04/2024
24071;100012;0000800167;3262705;7872;24/11/2023;23/04/2024
24071;100011;0000808869;0002408636;3200;16/01/2024;24/04/2024
24071;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24071;100002;0000820714;K55125135;384;11/03/2024;26/04/2024
24071;100009;0000820609;0002439101;7680;11/03/2024;16/04/2024
24071;100001;0000813660;101372;57,6;06/02/2024;16/04/2024
24071;100008;0000819096;A1682579;144;01/03/2024;23/04/2024
24071;100007;0000822448;4045286;8352;19/03/2024;23/04/2024
24071;100006;0000814642;C5945;176;09/02/2024;22/02/2024
24071;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24071;100004;0000738816;2428937;320;23/01/2023;23/04/2024
24071;100003;0000826477;0007850532;4800;10/04/2024;23/04/2024
24072;100012;0000800167;3262705;7872;24/11/2023;23/04/2024
24072;100011;0000808869;0002408636;3216;16/01/2024;24/04/2024
24072;100010;0000800462;0002322586;96,096;27/11/2023;01/12/2023
24072;100002;0000820714;K55125135;385,848;11/03/2024;26/04/2024
24072;100009;0000821912;0002473207;7688;15/03/2024;29/04/2024
24072;100001;0000813660;101372;57,632;06/02/2024;16/04/2024
24072;100008;0000819096;A1682579;144,088;01/03/2024;23/04/2024
24072;100007;0000822448;4045286;8352;19/03/2024;23/04/2024
24072;100006;0000814642;C5945;177,776;09/02/2024;22/02/2024
24072;100005;0000723171;M3889;96,52;04/11/2022;04/03/2024
24072;100004;0000738816;2428937;272;23/01/2023;23/04/2024
24072;100004;0000738819;2428939;48;23/01/2023;26/04/2024
24072;100003;0000826477;0007850532;4800;10/04/2024;23/04/2024
24073;100012;0000800167;3262705;7872;24/11/2023;23/04/2024
24073;100011;0000808869;0002408636;3200;16/01/2024;24/04/2024
24073;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24073;100002;0000820714;K55125135;384;11/03/2024;26/04/2024
24073;100009;0000821912;0002473207;7680;15/03/2024;29/04/2024
24073;100001;0000813660;101372;57,6;06/02/2024;16/04/2024
24073;100008;0000819096;A1682579;144;01/03/2024;23/04/2024
24073;100007;0000822448;4045286;8352;19/03/2024;23/04/2024
24073;100006;0000814642;C5945;177,6;09/02/2024;22/02/2024
24073;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24073;100004;0000738819;2428939;320;23/01/2023;26/04/2024
24073;100003;0000826477;0007850532;4800;10/04/2024;23/04/2024
24075;100012;0000800167;3262705;7872;24/11/2023;23/04/2024
24075;100011;0000808869;0002408636;3200;16/01/2024;03/05/2024
24075;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24075;100002;0000820714;K55125135;384;11/03/2024;26/04/2024
24075;100009;0000821912;0002473207;7688;15/03/2024;29/04/2024
24075;100001;0000813660;101372;57,6;06/02/2024;16/04/2024
24075;100008;0000819096;A1682579;144;01/03/2024;23/04/2024
24075;100007;0000822448;4045286;8352;19/03/2024;03/05/2024
24075;100006;0000814642;C5945;176;09/02/2024;22/02/2024
24075;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24075;100004;0000738821;2428940;320;23/01/2023;26/04/2024
24075;100003;0000826477;0007850532;4800;10/04/2024;23/04/2024
24077;100012;0000800167;3262705;7872;24/11/2023;23/04/2024
24077;100011;0000808869;0002408636;3200;16/01/2024;03/05/2024
24077;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24077;100002;0000820714;K55125135;384;11/03/2024;26/04/2024
24077;100009;0000820609;0002439101;7680;11/03/2024;16/04/2024
24077;100001;0000813660;101372;57,68;06/02/2024;16/04/2024
24077;100008;0000819096;A1682579;143,8;01/03/2024;23/04/2024
24077;100007;0000822448;4045286;8352;19/03/2024;15/05/2024
24077;100006;0000814642;C5945;177,576;09/02/2024;22/02/2024
24077;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24077;100004;0000738819;2428939;320;23/01/2023;26/04/2024
24077;100003;0000826477;0007850532;4800;10/04/2024;06/05/2024
24080;100012;0000813161;3319235;7872;02/02/2024;20/05/2024
24080;100011;0000808869;0002408636;3200;16/01/2024;03/05/2024
24080;100010;0000800462;0002322586;96,8;27/11/2023;01/12/2023
24080;100002;0000820714;K55125135;383,2;11/03/2024;26/04/2024
24080;100009;0000821912;0002473207;7680;15/03/2024;15/05/2024
24080;100001;0000813660;101372;57,6;06/02/2024;16/04/2024
24080;100008;0000819096;A1682579;144,8;01/03/2024;20/05/2024
24080;100007;0000822448;4045286;8352;19/03/2024;15/05/2024
24080;100006;0000814642;C5945;177,6;09/02/2024;22/02/2024
24080;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24080;100004;0000738821;2428940;72,8;23/01/2023;26/04/2024
24080;100004;0000738821;2428940;247,2;23/01/2023;26/04/2024
24080;100003;0000826477;0007850532;4800;10/04/2024;20/05/2024
24079;100012;0000813161;3319235;7872;02/02/2024;20/05/2024
24079;100011;0000808869;0002408636;1128;16/01/2024;03/05/2024
24079;100011;0000808869;0002408636;2072;16/01/2024;03/05/2024
24079;100010;0000800462;0002322586;96,8;27/11/2023;01/12/2023
24079;100002;0000820714;K55125135;384;11/03/2024;26/04/2024
24079;100009;0000821912;0002473207;7688;15/03/2024;15/05/2024
24079;100001;0000813660;101372;57,6;06/02/2024;16/04/2024
24079;100008;0000819096;A1682579;144,8;01/03/2024;20/05/2024
24079;100007;0000822448;4045286;8352;19/03/2024;15/05/2024
24079;100006;0000814642;C5945;178,4;09/02/2024;22/02/2024
24079;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24079;100004;0000738821;2428940;320;23/01/2023;26/04/2024
24079;100003;0000826477;0007850532;4800;10/04/2024;20/05/2024
24078;100012;0000813161;3319235;7872;02/02/2024;20/05/2024
24078;100011;0000808869;0002408636;3200;16/01/2024;03/05/2024
24078;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24078;100002;0000820714;K55125135;384;11/03/2024;26/04/2024
24078;100009;0000821912;0002473207;7680;15/03/2024;15/05/2024
24078;100001;0000813660;101372;57,76;06/02/2024;16/04/2024
24078;100008;0000819096;A1682579;144,24;01/03/2024;20/05/2024
24078;100007;0000822448;4045286;8352;19/03/2024;15/05/2024
24078;100006;0000814642;C5945;177,736;09/02/2024;22/02/2024
24078;100005;0000723171;M3889;96,152;04/11/2022;04/03/2024
24078;100004;0000738821;2428940;320;23/01/2023;26/04/2024
24078;100003;0000826477;0007850532;4800;10/04/2024;20/05/2024
24082;100012;0000828616;4072548;7872;19/04/2024;08/05/2024
24082;100011;0000814043;0002408673;3200;07/02/2024;22/05/2024
24082;100010;0000800462;0002322586;96,752;27/11/2023;01/12/2023
24082;100002;0000820714;K55125135;267,6744;11/03/2024;26/04/2024
24082;100002;0000829314;K55514635;116;23/04/2024;10/05/2024
24082;100009;0000821912;0002473207;7680;15/03/2024;21/05/2024
24082;100001;0000813660;101372;57,84;06/02/2024;16/04/2024
24082;100008;0000819096;A1682579;143,512;01/03/2024;20/05/2024
24082;100007;0000822448;4045286;8352;19/03/2024;15/05/2024
24082;100006;0000814642;C5945;177,216;09/02/2024;22/02/2024
24082;100005;0000723171;M3889;96,184;04/11/2022;04/03/2024
24082;100004;0000738821;2428940;72,8;23/01/2023;26/04/2024
24082;100004;0000738819;2428939;247,2;23/01/2023;26/04/2024
24082;100003;0000826477;0007850532;4800;10/04/2024;22/05/2024
24083;100012;0000828616;4072548;7872;19/04/2024;08/05/2024
24083;100011;0000814043;0002408673;3200;07/02/2024;22/05/2024
24083;100010;0000821622;0002452145;96;14/03/2024;23/04/2024
24083;100002;0000829314;K55514635;384;23/04/2024;10/05/2024
24083;100009;0000821912;0002473207;7680;15/03/2024;21/05/2024
24083;100001;0000813660;101372;57,456;06/02/2024;16/04/2024
24083;100008;0000819096;A1682579;143,72;01/03/2024;20/05/2024
24083;100007;0000822448;4045286;8352;19/03/2024;15/05/2024
24083;100006;0000814642;C5945;177,088;09/02/2024;22/02/2024
24083;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24083;100004;0000738821;2428940;91,2;23/01/2023;26/04/2024
24083;100004;0000751813;2463831;228,8;23/03/2023;14/05/2024
24083;100003;0000826477;0007850532;4800;10/04/2024;22/05/2024
24084;100012;0000828616;4072548;7872;19/04/2024;08/05/2024
24084;100011;0000814043;0002408673;3200;07/02/2024;22/05/2024
24084;100010;0000821622;0002452145;95,84;14/03/2024;23/04/2024
24084;100002;0000829314;K55514635;384;23/04/2024;10/05/2024
24084;100009;0000821912;0002473207;7680;15/03/2024;21/05/2024
24084;100001;0000813660;101372;57,6;06/02/2024;16/04/2024
24084;100008;0000819096;A1682579;143,888;01/03/2024;20/05/2024
24084;100007;0000822448;4045286;8352;19/03/2024;15/05/2024
24084;100006;0000814642;C5945;177,6;09/02/2024;22/02/2024
24084;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24084;100004;0000751813;2463831;320;23/03/2023;14/05/2024
24084;100003;0000826477;0007850532;4800;10/04/2024;22/05/2024
24087;100012;0000828616;4072548;7872;19/04/2024;08/05/2024
24087;100011;0000814043;0002408673;3200,8;07/02/2024;27/05/2024
24087;100010;0000821622;0002452145;96,16;14/03/2024;23/04/2024
24087;100002;0000829314;K55514635;384,4;23/04/2024;10/05/2024
24087;100009;0000821912;0002473207;7680;15/03/2024;21/05/2024
24087;100001;0000813660;101372;57,368;06/02/2024;16/04/2024
24087;100008;0000821945;A1682579;97,384;15/03/2024;27/05/2024
24087;100008;0000819096;A1682579;46,616;01/03/2024;20/05/2024
24087;100007;0000822448;4045286;8352;19/03/2024;27/05/2024
24087;100006;0000814642;C5945;178;09/02/2024;27/05/2024
24087;100005;0000723171;M3889;96,64;04/11/2022;04/03/2024
24087;100004;0000751813;2463831;271,2;23/03/2023;14/05/2024
24087;100004;0000738825;2445949;48,8;23/01/2023;24/05/2024
24087;100003;0000826477;0007850532;4800;10/04/2024;27/05/2024
24086;100012;0000828616;4072548;7872;19/04/2024;08/05/2024
24086;100011;0000814043;0002408673;3200;07/02/2024;27/05/2024
24086;100010;0000821622;0002452145;96,072;14/03/2024;23/04/2024
24086;100002;0000829314;K55514635;384,232;23/04/2024;10/05/2024
24086;100009;0000821912;0002473207;216;15/03/2024;21/05/2024
24086;100009;0000827435;0002482368;7464;15/04/2024;27/05/2024
24086;100001;0000813660;101372;58,04;06/02/2024;16/04/2024
24086;100008;0000821945;A1682579;144,056;15/03/2024;27/05/2024
24086;100007;0000822448;4045286;8352;19/03/2024;27/05/2024
24086;100006;0000814642;C5945;177,624;09/02/2024;27/05/2024
24086;100005;0000723171;M3889;96,0392;04/11/2022;04/03/2024
24086;100004;0000738825;2445949;320;23/01/2023;24/05/2024
24086;100003;0000826477;0007850532;4800;10/04/2024;27/05/2024
24090;100012;0000828616;4072548;7872;19/04/2024;08/05/2024
24090;100011;0000814043;0002408673;3200;07/02/2024;27/05/2024
24090;100010;0000821622;0002452145;96,296;14/03/2024;23/04/2024
24090;100002;0000829314;K55514635;384,344;23/04/2024;10/05/2024
24090;100009;0000827435;0002482368;7680;15/04/2024;27/05/2024
24090;100001;0000813660;101372;57,68;06/02/2024;16/04/2024
24090;100008;0000821945;A1682579;143,92;15/03/2024;27/05/2024
24090;100007;0000822448;4045286;8352;19/03/2024;27/05/2024
24090;100006;0000814642;C5945;177,92;09/02/2024;27/05/2024
24090;100005;0000723171;M3889;96,032;04/11/2022;04/03/2024
24090;100004;0000738825;2445949;320;23/01/2023;24/05/2024
24090;100003;0000826477;0007850532;4800;10/04/2024;27/05/2024
24085;100012;0000813161;3319235;5904;02/02/2024;27/05/2024
24085;100011;0000814043;0002408673;1506,216;07/02/2024;27/05/2024
24085;100011;0000814043;0002408673;893,784;07/02/2024;27/05/2024
24085;100010;0000821622;0002452145;72;14/03/2024;23/04/2024
24085;100002;0000829314;K55514635;288,184;23/04/2024;10/05/2024
24085;100009;0000827435;0002482368;3001,232;15/04/2024;27/05/2024
24085;100009;0000827435;0002482368;2758,72;15/04/2024;27/05/2024
24085;100001;0000813660;101372;43,416;06/02/2024;16/04/2024
24085;100008;0000821945;A1682579;108,256;15/03/2024;27/05/2024
24085;100007;0000822448;4045286;6264;19/03/2024;27/05/2024
24085;100006;0000814642;C5945;133,68;09/02/2024;27/05/2024
24085;100005;0000723171;M3889;72,184;04/11/2022;04/03/2024
24085;100004;0000738825;2445949;240;23/01/2023;24/05/2024
24085;100003;0000826477;0007850532;3600;10/04/2024;27/05/2024
24081;100012;0000828616;4072548;7872;19/04/2024;08/05/2024
24081;100011;0000814043;0002408673;3199,632;07/02/2024;22/05/2024
24081;100010;0000800462;0002322586;96;27/11/2023;01/12/2023
24081;100002;0000829314;K55514635;384;23/04/2024;10/05/2024
24081;100009;0000821912;0002473207;7680;15/03/2024;21/05/2024
24081;100001;0000813660;101372;57,496;06/02/2024;16/04/2024
24081;100008;0000819096;A1682579;143,944;01/03/2024;20/05/2024
24081;100007;0000822448;4045286;8352;19/03/2024;15/05/2024
24081;100006;0000814642;C5945;177,568;09/02/2024;22/02/2024
24081;100005;0000723171;M3889;95,76;04/11/2022;04/03/2024
24081;100004;0000738821;2428940;320;23/01/2023;26/04/2024
24081;100003;0000826477;0007850532;4800;10/04/2024;22/05/2024
24085;100012;0000813161;3319235;1968;02/02/2024;28/05/2024
24085;100011;0000814043;0002408673;800;07/02/2024;27/05/2024
24085;100010;0000821622;0002452145;24;14/03/2024;23/04/2024
24085;100002;0000829314;K55514635;96,48;23/04/2024;10/05/2024
24085;100009;0000827435;0002482368;1920;15/04/2024;27/05/2024
24085;100001;0000813660;101372;14,4;06/02/2024;16/04/2024
24085;100008;0000821945;A1682579;36,112;15/03/2024;27/05/2024
24085;100007;0000822448;4045286;2088;19/03/2024;27/05/2024
24085;100006;0000814642;C5945;44,32;09/02/2024;27/05/2024
24085;100005;0000723171;M3889;24;04/11/2022;04/03/2024
24085;100004;0000738825;2445949;80;23/01/2023;24/05/2024
24085;100003;0000826477;0007850532;1200;10/04/2024;27/05/2024
24088;100012;0000828616;4072548;6218,544;19/04/2024;08/05/2024
24088;100012;0000813161;3319235;1653,456;02/02/2024;29/05/2024
24088;100011;0000814043;0002408673;3200,8;07/02/2024;27/05/2024
24088;100010;0000821622;0002452145;96,24;14/03/2024;23/04/2024
24088;100002;0000829314;K55514635;384,552;23/04/2024;10/05/2024
24088;100009;0000827435;0002482368;7680;15/04/2024;27/05/2024
24088;100001;0000813660;101372;57,6;06/02/2024;16/04/2024
24088;100008;0000821945;A1682579;143,984;15/03/2024;30/05/2024
24088;100007;0000822448;4045286;352;19/03/2024;27/05/2024
24088;100007;0000828650;4073765;8000;19/04/2024;27/05/2024
24088;100006;0000814642;C5945;177,872;09/02/2024;30/05/2024
24088;100005;0000723171;M3889;96,24;04/11/2022;04/03/2024
24088;100004;0000738825;2445949;320;23/01/2023;24/05/2024
24088;100003;0000826477;0007850532;4800;10/04/2024;27/05/2024
24089;100012;0000813161;3319235;7872;02/02/2024;29/05/2024
24089;100011;0000814043;0002408673;3200,8;07/02/2024;27/05/2024
24089;100010;0000821622;0002452145;96,4;14/03/2024;23/04/2024
24089;100002;0000829314;K55514635;384,936;23/04/2024;10/05/2024
24089;100009;0000827435;0002482368;7688;15/04/2024;27/05/2024
24089;100001;0000813660;101372;58,16;06/02/2024;16/04/2024
24089;100008;0000821945;A1682579;144,2;15/03/2024;30/05/2024
24089;100007;0000822448;4045286;8352;19/03/2024;27/05/2024
24089;100006;0000814642;C5945;178,4;09/02/2024;30/05/2024
24089;100005;0000723171;M3889;96,112;04/11/2022;04/03/2024
24089;100004;0000738825;2445949;320;23/01/2023;24/05/2024
24089;100003;0000826477;0007850532;4800;10/04/2024;27/05/2024
24091;100012;0000813161;3319235;7872;02/02/2024;29/05/2024
24091;100011;0000814043;0002408673;3200;07/02/2024;27/05/2024
24091;100010;0000821622;0002452145;96,776;14/03/2024;23/04/2024
24091;100002;0000829314;K55514635;386,4;23/04/2024;10/05/2024
24091;100009;0000827435;0002482368;7672;15/04/2024;31/05/2024
24091;100001;0000826820;101372;57,552;11/04/2024;21/05/2024
24091;100008;0000821945;A1682579;143,6;15/03/2024;30/05/2024
24091;100007;0000822448;4045286;8352;19/03/2024;27/05/2024
24091;100006;0000819017;C5945;132;01/03/2024;30/05/2024
24091;100006;0000819017;C5945;45,96;01/03/2024;30/05/2024
24091;100005;0000723171;M3889;95,8;04/11/2022;04/03/2024
24091;100004;0000828957;LA-APS-0302;320;22/04/2024;31/05/2024
24091;100003;0000826477;0007850532;4064;10/04/2024;31/05/2024
24091;100003;0000826477;0007850532;736;10/04/2024;31/05/2024
24092;100012;0000813161;3319235;7872;02/02/2024;29/05/2024
24092;100011;0000814043;0002408673;3200,448;07/02/2024;03/06/2024
24092;100010;0000821622;0002452145;96;14/03/2024;04/06/2024
24092;100002;0000829314;K55514635;384;23/04/2024;03/06/2024
24092;100009;0000821912;0002473207;7680;15/03/2024;31/05/2024
24092;100001;0000826820;101372;57,6;11/04/2024;21/05/2024
24092;100008;0000821945;A1682579;144;15/03/2024;30/05/2024
24092;100007;0000822448;4045286;8352;19/03/2024;27/05/2024
24092;100006;0000819017;C5945;50,4;01/03/2024;30/05/2024
24092;100006;0000814642;C5945;126,4;09/02/2024;30/05/2024
24092;100005;0000723171;M3889;96;04/11/2022;04/03/2024
24092;100004;0000828957;LA-APS-0302;320;22/04/2024;31/05/2024
24092;100003;0000826477;0007850532;4800;10/04/2024;31/05/2024
24094;100012;0000813161;3319235;7872;02/02/2024;29/05/2024
24094;100011;0000814043;0002408673;3200,504;07/02/2024;03/06/2024
24094;100010;0000821622;0002452145;96,04;14/03/2024;23/04/2024
24094;100002;0000829314;K55514635;384,52;23/04/2024;03/06/2024
24094;100009;0000821912;0002473207;7680;15/03/2024;31/05/2024
24094;100001;0000826820;101372;57,808;11/04/2024;21/05/2024
24094;100008;0000821945;A1682579;144,48;15/03/2024;30/05/2024
24094;100007;0000822448;4045286;8352;19/03/2024;27/05/2024
24094;100006;0000819017;C5945;178,176;01/03/2024;30/05/2024
24094;100005;0000723171;M3889;96,096;04/11/2022;04/03/2024
24094;100004;0000828957;LA-APS-0302;320;22/04/2024;31/05/2024
24094;100003;0000826477;0007850532;4800;10/04/2024;31/05/2024
24061;100002;0000820714;K55125135;72;11/03/2024;18/04/2024
24061;100001;0000813660;101372;72;06/02/2024;16/04/2024
24060;100002;0000820714;K55125135;72,08;11/03/2024;18/04/2024
24060;100001;0000813660;101372;72,184;06/02/2024;16/04/2024
24065;100002;0000820714;K55125135;76,8;11/03/2024;23/04/2024
24065;100001;0000813660;101372;77,064;06/02/2024;16/04/2024
24066;100002;0000820714;K55125135;76,84;11/03/2024;23/04/2024
24066;100001;0000813660;101372;76,904;06/02/2024;16/04/2024
24063;100002;0000820714;K55125135;72,04;11/03/2024;23/04/2024
24063;100001;0000813660;101372;72,48;06/02/2024;16/04/2024
